33.194421,-117.384276,1
33.196841,-117.386268,2
33.19687,-117.386294,3
33.196931,-117.386291,4
33.196978,-117.386235,5
33.197461,-117.385406,6
33.197987,-117.384553,7
33.198309,-117.384073,8
33.198493,-117.38401,9
33.19933,-117.384702,10
33.20002,-117.385297,11
33.200051,-117.385499,12
33.199933,-117.385696,13
33.199911,-117.38574,14
33.199954,-117.385868,15
33.200964,-117.386792,16
33.201684,-117.387337,17
33.202641,-117.387684,18
33.20311,-117.387551,19
33.204487,-117.386343,20
33.205042,-117.385444,21
33.205543,-117.385095,22
33.205855,-117.385066,23
33.205934,-117.384997,24
33.206287,-117.384026,25
33.20635,-117.383672,26
33.206297,-117.383143,27
33.2064,-117.382833,28
33.207256,-117.382249,29
33.208202,-117.381348,30
33.209114,-117.380076,31
33.209631,-117.379546,32
33.21025,-117.378637,33
33.210448,-117.378234,34
33.211709,-117.376606,35
33.212296,-117.375592,36
33.21272,-117.374417,37
33.212921,-117.373478,38
33.212977,-117.37244,39
33.212795,-117.368186,40
33.212847,-117.367584,41
33.212924,-117.367428,42
33.213349,-117.367337,43
33.213679,-117.367084,44
33.213897,-117.366677,45
33.213967,-117.366182,46
33.214027,-117.36493,47
33.214153,-117.364061,48
33.214481,-117.362757,49
33.214766,-117.361928,50
33.215082,-117.361297,51
33.215945,-117.360095,52
33.216383,-117.359633,53
33.216846,-117.359335,54
33.217681,-117.358994,55
33.218916,-117.358044,56
33.219341,-117.357808,57
33.219574,-117.357528,58
33.220096,-117.356609,59
33.220387,-117.355822,60
33.220549,-117.355021,61
33.220679,-117.353309,62
33.220654,-117.352722,63
33.220358,-117.351117,64
33.220288,-117.350331,65
33.220317,-117.349382,66
33.220447,-117.348608,67
33.220571,-117.34805,68
33.221214,-117.346232,69
33.221578,-117.345519,70
33.222299,-117.344556,71
33.222467,-117.344499,72
33.222793,-117.344564,73
33.222962,-117.344344,74
33.22298,-117.34422,75
33.222961,-117.344025,76
33.22306,-117.34378,77
33.223482,-117.343439,78
33.224153,-117.343124,79
33.224483,-117.343028,80
33.225077,-117.342947,81
33.226665,-117.343105,82
33.227968,-117.34308,83
33.228646,-117.34299,84
33.229494,-117.342775,85
33.230509,-117.342267,86
33.232149,-117.341225,87
